"title","popularity","weighted_average","score","bag_of_words"
"Teenage Mutant Ninja Turtles","0.005291070002248517","0.4635106059712961","0.18857888438986758","science fiction action adventure comedy family a quartet of humanoid turtles trained by their mentor in ninjitsu must learn to work together to face the menace of shredder and the foot clan "
"Father Stu","0.0023783472556337575","0.4678784929245636","0.1885784055232057","drama the truelife story of boxerturnedpriest when an injury ends his amateur boxing career stuart long moves to los angeles to find money and fame while scraping by as a supermarket clerk he meets carmen a sunday school teacher who seems immune to his badboy charm determined to win her over the longtime agnostic starts going to church to impress her however a motorcycle accident leaves him wondering if he can use his second chance to help others leading to the surprising realization that hes meant to be a catholic priest "
"Happy Gilmore","0.0038626190859231265","0.46564976696218974","0.18857747823642979","comedy failed hockey playerturnedgolf whiz happy gilmore  whose unconventional approach and antics on the grass courts the ire of rival shooter mcgavin  is determined to win a pga tournament so he can save his grannys house with the prize money meanwhile an attractive tour publicist tries to soften happys image "
"The Duellists","0.0025787380647516326","0.4675345075770234","0.18856104586966038","drama war in  as napoleon bonaparte rises to power in france a rivalry erupts between armand and gabriel two lieutenants in the french army over a perceived insult for over a decade they engage in a series of duels amidst larger conflicts including the failed french invasion of russia in  and shifts in the political and social systems of europe "
"Saturday Night Fever","0.0038378446353436076","0.46557780032317586","0.18853382691047652","music drama tony spends his saturdays at a disco where his stylish moves raise his popularity among the patrons but his life outside the disco is not easy and things change when he gets attracted to stephanie "
"Suicide Squad: Hell to Pay","0.004059246687358037","0.4652043086173876","0.1885172714593699","science fiction action animation it’s batter up at belle reve and that can only mean that amanda waller the penitentiary’s cold and calculating warden has a mission that only the damned will take on it’s time to unleash task force x again stacked with seasoned vets such as deadshot captain boomerang and harley quinn these crafty criminals are joined by newcomers copperhead killer frost and the martial art master bronze tiger with the target objective being a mystical object so powerful that they’re willing to risk their own lives to steal it you can be sure it will be collision of chaos gunfire and attitudes so take aim for a raging road trip with the suicide squad "
"Monster Hunter","0.005973151394785888","0.4622507079329914","0.1884841740100681","action fantasy adventure a portal transports cpt artemis and an elite unit of soldiers to a strange world where powerful monsters rule with deadly ferocity faced with relentless danger the team encounters a mysterious hunter who may be their only hope to find a way home "
"Scooby-Doo! Camp Scare","0.002710136733015154","0.4671339013649083","0.18847964258577243","animation comedy family mystery scooby and the gang experience outdoor fun as they go back to freds old summer camp as summer goes on it becomes increasingly clear that the spooky camp stories told by the fireplace are more real than theyve though and soon its up to the gang to try and solve the mystery of camp scare "
"The Pink Panther","0.0031011967314032466","0.4665394166143868","0.18847648468459668","comedy crime the trademark of the phantom a renowned jewel thief is a glove left at the scene of the crime inspector clouseau an expert on the phantoms exploits feels sure that he knows where the phantom will strike next and leaves paris for the tyrolean alps where the famous lugashi jewel the pink panther is going to be however he does not know who the phantom really is or for that matter who anyone else really is "
"Asterix: The Secret of the Magic Potion","0.001613788894711407","0.4687578719049157","0.1884714220987931","family animation comedy adventure following a fall during mistletoe picking druid getafix decides that it is time to secure the future of the village accompanied by asterix and obelix he undertakes to travel the gallic world in search of a talented young druid to transmit the secret of the magic potion "
"Resident Evil: Damnation","0.006028972308749866","0.4621200652175139","0.18846540947225549","animation horror action us federal agent leon s kennedy sneaks into the east slavic republic to verify rumors that bioorganic weapons bows are being used in the countrys civil war which the us and russia are making preparations to jointly intervene in right after his infiltration the us government orders him to leave immediately determined to uncover the truth leon ignores the order and enters the battlefield to end the chain of tragedies caused by the bows "
"Chasing Amy","0.0025414195885622316","0.4673283629841858","0.18845619694681168","comedy drama romance holden and banky are comic book artists everything is going good for them until they meet alyssa also a comic book artist holden falls for her but his hopes are crushed when he finds out shes a lesbian "
"Rape Zombie: Lust of the Dead","0.0315911876965688","0.42374177611815056","0.18845142306520152","comedy horror after a nuclear attack in tokyo the female population is attacked by infected males who have become sexcrazed zombies hungry for human flesh officeworker momoko and nurse nozomi seek shelter in a shinto shrine where they meet housewife kanae and school girl tamae with no choices left to them the group of girls decides to take a stand and arm themselves with assault rifles and explosives to fight off hordes of horny zombies what is the secret to killing the zombies for good "
"Winnie the Pooh","0.006427558722503887","0.461449005414859","0.18843613739944592","animation family comedy adventure during an ordinary day in hundred acre wood winnie the pooh sets out to find some honey misinterpreting a note from christopher robin owl convinces pooh tigger rabbit piglet kanga roo and eeyore that their young friend has been captured by a creature named backson and they set out to rescue him "
"Wonder Woman","0.004513340414435791","0.4642613534098512","0.18841254561260196","action adventure animation fantasy science fiction on the mystical island of themyscira a proud and fierce warrior race of amazons have raised a daughter of untold beauty grace and strength princess diana when an army fighter pilot steve trevor crashlands on the island the rebellious and headstrong diana defies amazonian law by accompanying trevor back to civilization "
"Red Sparrow","0.006059391570853831","0.4619113404057613","0.18840017110481683","thriller mystery prima ballerina dominika egorova faces a bleak and uncertain future after she suffers an injury that ends her career she soon turns to sparrow school a secret intelligence service that trains exceptional young people to use their minds and bodies as weapons dominika emerges as the most dangerous sparrow after completing the sadistic training process as she comes to terms with her new abilities she meets a cia agent who tries to convince her that he is the only person she can trust "
"Breakdown","0.005104791221941758","0.4633356874275665","0.18839714970419166","crime mystery thriller on their crosscountry drive a married couple jeff and amy taylor experience car trouble after their suv breaks down stranded in the new mexico desert the two catch a break when a passing truck driver offers amy a ride to a nearby café to call for help meanwhile jeff is able to fix the car and make his way to the café but amy isnt there he tracks down the trucker  who tells the police hes never seen jeff or his wife before jeff then begins a desperate frenzied search for amy "
"Team America: World Police","0.0034696774836935514","0.46571055441460407","0.18836602825605778","adventure action comedy when north korean ruler kim jongil orchestrates a global terrorist plot its up to the heavily armed highly specialized team america unit to stop his dastardly scheme the group which has recruited troubled broadway actor gary johnston not only has to face off against jongil but they must also contend with the film actors guild a cadre of hollywood liberals at odds with team americas policing the world tactics "
"Tenacious D in The Pick of Destiny","0.0019700392220320757","0.4679538057687733","0.1883635458407286","comedy music fantasy adventure in venice beach naive midwesterner jb bonds with local slacker kg and they form the rock band tenacious d setting out to become the worlds greatest band is no easy feat so they set out to steal what could be the answer to their prayers a magical guitar pick housed in a rockandroll museum some  miles away "
"Highlander: The Search for Vengeance","0.026791216296947192","0.43071270383815685","0.18835981131343107","action animation fantasy science fiction colin macleod hunts for the man responsible for the death of his love he chases the immortal marcus octavius across centuries as his quest threatens to take over his life and heart in his quest he meets a woman who reminds him of his slain beauty but its his final battle with marcus that will decide not only his fate but also the fate of everyone in the world "
"Uri: The Surgical Strike","0.012936967212112262","0.4514651317049212","0.18834823300923584","action drama war following the roguish terrorist attacks at uri army base camp in kashmir india takes the fight to the enemy in its most successful covert operation till date with one and only one objective of avenging their fallen heroes "
"The Score","0.006155039766129186","0.4616103783802885","0.18833717521179294","action crime thriller mystery an aging thief hopes to retire and live off his illgotten wealth when a young kid convinces him into doing one last heist "
"The Water Diviner","0.0038626190859231265","0.465048119939119","0.18833681942720149","war drama in  australian farmer joshua connor travels to turkey to discover the fate of his three sons reported missing in action holding on to hope joshua must travel across the wartorn landscape to find the truth and his own peace "
"The Muppet Movie","0.0027901048962781557","0.46665082364914423","0.1883343923974246","comedy adventure music family a hollywood agent persuades kermit the frog to pursue a career in hollywood on his way there he meets his future muppet crew while being chased by the desperate owner of a frogleg restaurant "
"My Penguin Friend","0.0283303682392798","0.4282368590255703","0.188292964553796","family adventure drama a lost penguin rescued from an oil spill transforms the life of a heartbroken fisherman they become unlikely friends so bonded that even the vast ocean cannot divide them "
"The White Tiger","0.0010944662344622644","0.46906272272298954","0.1882817688298732","drama an ambitious indian driver uses his wit and cunning to escape from poverty and rise to the top an epic journey based on the new york times bestseller "
"Cop Land","0.0009762387930891199","0.4692317681900313","0.188278450551866","crime drama thriller freddy heflin is the sheriff of a place everyone calls “cop land” — a small and seemingly peaceful town populated by the big city police officers he’s long admired yet something ugly is taking place behind the town’s peaceful facade and when freddy uncovers a massive deadly conspiracy among these local residents he is forced to take action and make a dangerous choice between protecting his idols and upholding the law "
"Fallen","0.0026957111035637894","0.46656245844074307","0.1882424100384355","crime drama thriller homicide detective john hobbes witnesses the execution of serial killer edgar reese soon after the execution the killings start again and they are very similar to reeses style "
"Grown Ups","0.023484924746822365","0.43537665982686313","0.1882416187788387","comedy after their high school basketball coach passes away five good friends and former teammates reunite for a fourth of july holiday weekend "
"'71","0.006267308795337636","0.46112118349156317","0.18820885867382786","thriller action drama war a young british soldier must find his way back to safety after his unit accidentally abandons him during a riot in the streets of belfast "
"Fast Times at Ridgemont High","0.004497033181142943","0.4637096674894119","0.18818208690445054","comedy based on the reallife adventures chronicled by cameron crowe fast times follows a group of high school students growing up in southern california stacy hamilton and mark ratner are looking for a love interest and are helped along by their older classmates linda barrett and mike damone respectively at the center of the film is jeff spicoli a perpetually stoned surfer who facesoff with the resolute mr hand—a man convinced that everyone is on dope "
"Mulan: Rise of a Warrior","0.003396608534515984","0.4653577582474444","0.18818106841968735","adventure drama action when barbarian hordes threaten her homeland the brave and cunning mulan disguises herself as a male soldier to swell the ranks in her aging fathers stead the warriors remarkable courage drives her through powerful battle scenes and brutal wartime strategy mulan loses dear friends to the enemys blade as she rises to become one of her countrys most valuable leaders — but can she win the war before her secret is exposed "
"Le Gendarme de Saint-Tropez","0.0016683554061143972","0.4679395767675367","0.18817684395068335","comedy the ambitious police officer cruchot is transferred to st tropez hes struggling with crimes such as persistent nude swimming but even more with his teenage daughter whos trying to impress her rich friends by telling them her father was a millionaire and owned a yacht in the harbor "
"Buried","0.004228591033091453","0.46409320530883624","0.18817443674338938","drama thriller mystery paul is a us truck driver working in iraq after an attack by a group of iraqis he wakes to find he is buried alive inside a coffin with only a lighter and a cell phone its a race against time to escape this claustrophobic death trap "
"Unfaithful","0.009458822511132038","0.45621515523378764","0.18816135560019429","thriller drama romance connie is a wife and mother whose year marriage to edward has lost its sexual spark when connie literally runs into handsome book collector paul he sweeps her into an allconsuming affair but edward soon becomes suspicious and decides to confront the other man "
"Where the Heart Is","0.002490929885482455","0.4666591890390035","0.18815823354689087","comedy drama romance novalee nation is a yearold tennessee transient who has to grow up in a hurry when shes left pregnant and abandoned by her boyfriend on a roadside and takes refuge in the friendly aisles of walmart eventually some eccentric but kindly strangers adopt novalee and her infant daughter helping them buck the odds and build a new life "
"Days of Being Wild","0.003853524667355961","0.46460408875707415","0.18815375030324324","crime drama romance yuddy a hong kong playboy known for breaking girls hearts tries to find solace and the truth after discovering the woman who raised him isnt his mother "
"Teen Beach Movie","0.004791190581694691","0.46316363269908356","0.18814016742865025","family music tv movie comedy lifes a beach for surfers brady and mckenzie – until a rogue wave magically transports them inside the classic s beach party flick wet side story where a fullblown rivalry between bikers and surfers threatens to erupt there amidst a sea of surfing singing and dancing brady and mack accidentally change the storyline and the film’s dreamy hero and heroine fall for them instead of for each other "
"Sissi","0.0018743910267567205","0.4675185186560409","0.1881320420784704","comedy drama romance the young bavarian princess elisabeth who all call sissi goes with her mother and older sister néné to austria where néné will be wed to an emperor named franz joseph yet unexpectedly franz runs into sissi while out fishing and they fall in love "
"Mune: Guardian of the Moon","0.0013776476126053658","0.4682630644927692","0.1881318143646709","animation family adventure fantasy when a faun named mune becomes the guardian of the moon little did he had unprepared experience with the moon and an accident that could put both the moon and the sun in danger including a corrupt titan named necross who wants the sun for himself and placing the balance of night and day in great peril now with the help of a waxchild named glim and the warrior sohone who also became the sun guardian they go out on an exciting journey to get the sun back and restore the moon to their rightful place in the sky "
"Inherent Vice","0.01143795615173128","0.4531603172367329","0.18812690058573195","drama mystery comedy in los angeles at the turn of the s drugfueled detective larry doc sportello investigates the disappearance of an exgirlfriend "
"Body of Lies","0.002723621560545778","0.46622367824989763","0.18812364423628655","action drama thriller the cia’s hunt is on for the mastermind of a wave of terrorist attacks roger ferris is the agency’s man on the ground moving from place to place scrambling to stay ahead of evershifting events an eye in the sky – a satellite link – watches ferris  at the other end of that realtime link is the cia’s ed hoffman strategizing events from thousands of miles away and as ferris nears the target he discovers trust can be just as dangerous as it is necessary for survival "
"The Lost City","0.01373570804282154","0.449696241808917","0.18811992154925974","action adventure comedy reclusive author loretta sage writes about exotic places in her popular adventure novels that feature a handsome cover model named alan while on tour promoting her new book with alan loretta gets kidnapped by an eccentric billionaire who hopes she can lead him to the ancient citys lost treasure that featured in her latest story alan determined to prove he can be a hero in real life and not just on the pages of her books sets off to rescue her "
"Uncle Buck","0.0057316789017956464","0.46164197869253165","0.18809579881809005","comedy drama family buck russell a lovable but slovenly bachelor suddenly becomes the temporary caretaker of his nephew and nieces after a family emergency his freewheeling attitude soon causes tension with his older niece tia loyal girlfriend chanice and just about everyone else who crosses his path "
"Time of the Gypsies","0.0015482463608997707","0.4679084781204754","0.18809233906473002","drama comedy crime fantasy in this luminous tale set in the former yugoslavia perhan an engaging young romany with telekinetic powers is seduced by the quickcash world of petty crime that threatens to destroy him and those he loves "
"No One Will Save You","0.011774449638716385","0.4525251154708325","0.18807471597156286","horror science fiction thriller an exiled anxietyridden homebody must battle an alien whos found its way into her home "
"Short Cuts","0.0014880350379723331","0.4679390935970926","0.18806845846162046","drama comedy many loosely connected characters cross paths in this film based on the stories of raymond carver waitress doreen piggot accidentally runs into a boy with her car soon after walking away the child lapses into a coma while at the hospital the boys grandfather tells his son howard about his past affairs meanwhile a baker starts harassing the family when they fail to pick up the boys birthday cake "
"The Mountain Between Us","0.0035019783496389985","0.46491225665289826","0.1880660896709427","drama adventure romance stranded on a mountain after a tragic plane crash two strangers must work together to endure the extreme elements of the remote snowcovered terrain when they realize help is not coming they embark on a perilous journey across hundreds of miles of wilderness pushing each other to survive and discovering their inner strength "
"A Shot in the Dark","0.004584841360412122","0.4632684980025361","0.18805830401726173","comedy mystery crime inspector jacques clouseau smitten with the accused maid maria gambrelli unwittingly turns a straightforward murder investigation into a comedic series of mishaps testing the patience of his irritable boss charles dreyfus as casualties mount "
"Berserk: The Golden Age Arc III - The Advent","0.0025646260359405157","0.4662956551426669","0.1880570376786311","animation action adventure drama fantasy a year has passed since guts parted ways with the band of the hawks meanwhile his former mercenary group is plotting a rescue mission to save an imprisoned griffith "
"Life Itself","0.0022529069995349304","0.4667331718844958","0.18804501295351927","drama romance as a young new york couple goes from college romance to marriage and the birth of their first child the unexpected twists of their journey create reverberations that echo over continents and through lifetimes "
"Little Boy","0.005885970416797203","0.4611359331788203","0.18798595552160646","comedy drama war an eightyearold boy is willing to do whatever it takes to end world war ii so he can bring his father home the story reveals the indescribable love a father has for his little boy and the love a son has for his father "
"Honor Society","0.0025981813044469518","0.46606275086133175","0.1879840091272009","comedy honor is an ambitious high school senior whose sole focus is getting into harvard assuming she can first score the coveted recommendation from her guidance counselor mr calvin willing to do whatever it takes honor concocts a machiavellianlike plan to take down her top three student competitors until things take a turn when she unexpectedly falls for her biggest competition michael "
"Us Again","0.002550514007129397","0.4661106689441574","0.18797457598194062","animation drama family in a vibrant city pulsating with rhythm and movement an elderly man and his youngatheart wife rekindle their youthful passion for life and each other on one magical night "
"Brother Bear 2","0.007185217869340802","0.4591379443308654","0.18796630845395068","adventure animation family kenai finds his childhood human friend nita and the two embark on a journey to burn the amulet he gave to her before he was a bear much to kodas dismay "
"Bad Lieutenant","0.0011995224489450315","0.4681071704112285","0.18796258163385846","crime drama while investigating a young nuns rape a corrupt new york city police detective with a serious drug and gambling addiction tries to change his ways and find forgiveness "
"The Legend of La Llorona","0.007592271500381495","0.4584906599434313","0.18795162687760142","family animation fantasy horror based on a famous mexican legend a group of kids must stop the ghost of a woman whose guilt over the drowning of her own children leads her to abduct youngsters who wander the woods at night "
"Mrs. Harris Goes to Paris","0.007875452878524598","0.4580416773491962","0.18794194266679326","drama comedy history a s london cleaning lady falls in love with an haute couture dress by christian dior and decides to gamble everything for the sake of this folly "
"The Grey","0.0057241524864297165","0.4612258115300143","0.18792481610386355","drama thriller action adventure following a grueling fiveweek shift at an alaskan oil refinery workers led by sharpshooter john ottway are flying home for a muchneeded vacation but a brutal storm causes their plane to crash in the frozen wilderness and only eight men including ottway survive as they trek southward toward civilization and safety ottway and his companions must battle mortal injuries the icy elements and a pack of hungry wolves "
"The Edge","0.002469605041945654","0.4660992517881224","0.18792146374041635","action adventure drama the plane carrying wealthy charles morse crashes down in the alaskan wilderness together with the two other passengers photographer robert and assistant stephen charles devises a plan to help them reach civilization however his biggest obstacle might not be the elements or even the kodiak bear stalking them  it could be robert whom charles suspects is having an affair with his wife and would not mind seeing him dead "
"Elysium","0.007198075495590932","0.45895470831216123","0.18790072862221907","science fiction action drama thriller in the year  two classes of people exist the very wealthy who live on a pristine manmade space station called elysium and the rest who live on an overpopulated ruined earth secretary rhodes a hard line government ofﬁcial will stop at nothing to enforce antiimmigration laws and preserve the luxurious lifestyle of the citizens of elysium that doesn’t stop the people of earth from trying to get in by any means they can when unlucky max is backed into a corner he agrees to take on a daunting mission that if successful will not only save his life but could bring equality to these polarized worlds "
"The Forgotten Battle","0.002176388443314646","0.46648253847140486","0.18789884845455074","action war adventure history drama in wwiis final years a soldier in the german army a british glider pilot and a dutch resistance fighters paths intertwine their choices shape destinies impacting not only their freedom but also that of others "
"sex, lies, and videotape","0.0045832733572108856","0.46285259424741","0.18789100171329054","drama ann a frustrated wife enters into counseling due to a troubled marriage unbeknownst to her her husband john has begun an affair with her sister when john’s best friend graham arrives his penchant for interviewing women about their sex lives forever changes john and ann’s rocky marriage "
"Lee","0.0228128785747729","0.43549385238345284","0.18788526809824488","history drama war the true story of photographer elizabeth lee miller a fashion model who became an acclaimed war correspondent for vogue magazine during world war ii "
"Woman of the Hour","0.028308416194462505","0.42718928300931713","0.18786076292040435","crime drama thriller an aspiring actress crosses paths with a prolific serial killer in s la when theyre cast on an episode of the dating game "
"Westworld","0.002967916459298243","0.4651905171253481","0.1878569567257182","adventure science fiction western delos is a futuristic amusement park that features themed worlds—ancient rome medieval times and the old west—populated by humanlike androids after two patrons have a runin with a menacing gunslinger in west world the androids at delos all begin to malfunction causing havoc throughout the park "
"Intercambiadas","0.030557246385674218","0.42378454850999336","0.18784816723540187","comedy one enchanted night during a meteor shower young sebastián made a heartfelt wish for his loving nanny lupe to become his mother for her warmth and care were what he longed for unlike his busy mother paola the stars listened and in their mysterious way granted his wish exchanging the roles of the two women leading to a whimsical adventure full of unexpected laughs and heartwarming chaos "
"Resident Evil: Vendetta","0.0030823806929884236","0.4649282916413049","0.18782074507231503","animation horror adventure action science fiction bsaa chris redfield enlists the help of government agent leon s kennedy and professor rebecca chambers from alexander institute of biotechnology to stop a death merchant with a vengeance from spreading a deadly virus in new york "
"Downton Abbey: A New Era","0.006956289401960442","0.45905211449904204","0.1877946194407931","drama romance history mystery the crawley family goes on a grand journey to the south of france to uncover the mystery of the dowager countesss newly inherited villa meanwhile a hollywood director seeks to film his latest production at downton "
"The 36th Chamber of Shaolin","0.0015636127922718764","0.46707983043664325","0.18777009985002044","action adventure the antiching patriots under the guidance of ho kuanghan have secretly set up their base in canton disguised as school masters during a brutal manchu attack lui manages to escape and devotes himself to learning the martial arts in order to seek revenge "
"Lyle, Lyle, Crocodile","0.009446592086162404","0.4552106207882114","0.18775220356698202","comedy family music when the primm family moves to new york city their young son josh struggles to adapt to his new school and new friends all of that changes when he discovers lyle — a singing crocodile who loves baths caviar and great music — living in the attic of his new home but when lyle’s existence is threatened by evil neighbor mr grumps the primms must band together to show the world that family can come from the most unexpected places "
"Juice","0.01114411235181978","0.452589123827295","0.18772211694200985","crime drama thriller four harlem friends  bishop q steel and raheem  dabble in petty crime but they decide to go big by knocking off a convenience store bishop the magnetic leader of the group has the gun but q has different aspirations he wants to be a dj and happens to have a gig the night of the robbery unfortunately for him bishop isnt willing to take no for answer in a game where everythings for keeps "
"A Matter of Loaf and Death","0.0014199836990387207","0.46717529522665324","0.18772210831008454","family animation comedy wallace and gromit open a bakery accidentally getting tied up with a murder mystery in the process but when wallace falls in love gromit is left to solve the case by himself "
"A Movie of Eggs","0.00617824621350747","0.46002631513727943","0.18771747378301626","animation comedy family a small egg named toto decides that he wants to fulfill his purpose in life and become a chicken instead of dying in a frying pan so he starts a quest to return to the farms along with his new friend the noisy egg willy and a crazy bacon stripe the three friends will face lot of obstacles in their quest "
"The Animal Kingdom","0.004049525067510378","0.4632160733531139","0.1877161443817518","adventure drama science fiction in a world hit by a wave of mutations transforming humans into animals françois does everything he can to save his wife as some of the creatures disappear into a nearby forest he and their son émile embark on a quest that will change their lives forever "
"November","0.0010640469723582984","0.4676830484470669","0.18771164756224173","crime drama thriller in november  a series of unprecedented and deadly attacks hits paris the antiterrorist police led by heloise and her chief commander fred  face an unprecedented level of pressure in a race against the clock they must find the perpetrators of the attacks as quickly as possible before they can strike again travelling across europe and beyond in one of the biggest manhunts in history "
"Threads","0.005696555630087975","0.4607179341159995","0.1877051070244526","war drama science fiction documentary style account of a nuclear holocaust and its effect on the working class city of sheffield england and the eventual long run effects of nuclear war on civilization "
"The Vault","0.007338568582421619","0.4582507520588659","0.18770344197299935","drama action thriller madrid spain  while the whole city follows the national teams successful participation in the world cup a group of daring thieves look for a way into one of the most secure and guarded places on the planet "
"White Christmas","0.00567240838078895","0.4607061725327668","0.1876859140415801","comedy music romance two talented songanddance men team up after the war to become one of the hottest acts in show business in time they befriend and become romantically involved with the beautiful haynes sisters who comprise a sister act "
"It's the Great Pumpkin, Charlie Brown","0.0027054327234114477","0.46513004015765547","0.18767527569710907","family animation tv movie comedy join the peanuts gang for a timeless adventure as charlie brown preps for a party snoopy sets his sights on the red baron and linus patiently awaits a pumpkin patch miracle "
"Ted","0.015029937885121185","0.4466119526189487","0.18766274377865222","comedy fantasy john bennett a man whose childhood wish of bringing his teddy bear to life came true now must decide between keeping the relationship with the bear or his girlfriend lori "
"The Tearsmith","0.022985358926908787","0.4346556767871199","0.18765348607099325","romance drama adopted together after a tough childhood in an orphanage nica and rigel realize that unexpected but irresistible feelings pull them together "
"Tune in for Love","0.005284170788163082","0.4612022385456911","0.1876513978911743","romance drama during the s hardworking misoo and optimistic hyunwoo meet at a bakery and fall in love while exchanging stories on a radio station but while their paths keep crossing the timing never seems to work out "
"Phineas and Ferb the Movie: Candace Against the Universe","0.009344671878082106","0.45506392126785267","0.18763237163399035","family animation science fiction comedy phineas and ferb travel across the galaxy to rescue their older sister candace who has been abducted by aliens and taken to a utopia in a faroff planet free of her pesky little brothers "
"Crush","0.0037362380279035573","0.4634340779934647","0.18761537401412803","comedy romance when an aspiring young artist is forced to join her high school track team she uses it as an opportunity to pursue the girl shes been harboring a longtime crush on but she soon finds herself falling for an unexpected teammate and discovers what real love feels like "
"Missing Link","0.0009222994829666243","0.46764527138794376","0.1876114882449575","family animation comedy adventure the charismatic sir lionel frost considers himself to be the worlds foremost investigator of myths and monsters trouble is none of his smallminded highsociety peers seems to recognize this hoping to finally gain acceptance from these fellow adventurers sir lionel travels to the pacific northwest to prove the existence of a legendary creature known as the missing link "
"Tommy Boy","0.008363415474749034","0.45646568951927313","0.18760432509255867","comedy to save the family business two ne’erdowell traveling salesmen hit the road with disastrously funny consequences "
"Stand and Deliver","0.0012321369155307272","0.4671522282424776","0.18760017344630947","drama jaime escalante is a mathematics teacher in a school in a hispanic neighbourhood convinced that his students have potential he adopts unconventional teaching methods to try and turn gang members and nohopers into some of the countrys top algebra and calculus students "
"House of Gucci","0.00425995109711616","0.4625555604375351","0.18757819483328375","history drama crime when patrizia reggiani an outsider from humble beginnings marries into the gucci family her unbridled ambition begins to unravel the family legacy and triggers a reckless spiral of betrayal decadence revenge and ultimately… murder "
"Freelance","0.024748735327018045","0.4317810762751697","0.18756167170627874","action comedy an exspecial forces operative takes a job to provide security for a journalist as she interviews a dictator but a military coup breaks out in the middle of the interview they are forced to escape into the jungle where they must survive "
"A Cinderella Story","0.007278984460774675","0.45797155091250574","0.1875560110414671","comedy family romance routinely exploited by her wicked stepmother the downtrodden samantha montgomery is excited about the prospect of meeting her internet beau at the schools halloween dance "
"Step Brothers","0.003989000143942694","0.46289737164036837","0.18755234874251298","comedy brennan huff and dale doback might be grown men but that doesnt stop them from living at home and turning into jealous competitive stepbrothers when their single parents marry brennans constant competition with dale strains his moms marriage to dales dad leaving everyone to wonder whether theyll ever see eye to eye "
"The Transformers: The Movie","0.008093405323496308","0.4567383086919663","0.18755136667088432","animation science fiction action adventure family the autobots must stop a colossal planetconsuming robot who goes after the autobot matrix of leadership at the same time they must defend themselves against an allout attack from the decepticons "
"Yesterday, Today and Tomorrow","0.001350050756263624","0.4667662268515864","0.18751652119439277","comedy romance three tales of very different women using their sexuality as a means to getting what they want "
"Tinker Bell and the Great Fairy Rescue","0.011693227072892394","0.45116370325450883","0.187481417545539","animation adventure family fantasy during a summer stay on the mainland tinker bell is accidentally discovered while investigating a little girls fairy house as the other fairies led by the brash vidia launch a daring rescue in the middle of a fierce storm tink develops a special bond with the lonely little girl "
"Mannequin","0.008267140078193184","0.4562859194142441","0.18747465181261355","comedy romance fantasy jonathan switcher an unemployed artist finds a job as an assistant window dresser for a department store when jonathan happens upon a beautiful mannequin he previously designed she springs to life and introduces herself as emmy an egyptian under an ancient spell despite interference from the stores devious manager jonathan and his mannequin fall in love while creating eyecatching window displays to keep the struggling store in business "
"One Piece Film: Strong World","0.006690983260311424","0.45865005222777566","0.18747461084729714","animation fantasy adventure  years after his escape from impel down the legendary pirate shiki the golden lion reappears causing massive upheaval to the marines during his long seclusion he was able to come up with a scheme to bring the world government to his knees on his way to execute the plan shiki crosses paths with the straw hat pirates and becomes so impressed with namis knowledge of meteorology that he abducts her to forcedly enlist her into his crew luffy and the gang end up on a strange land populated with monstrous beasts as they desperately search for shiki and nami "
"Quills","0.001557654380107183","0.46631451948435054","0.18746040042180453","drama a nobleman with a literary flair the marquis de sade lives in a madhouse where a beautiful laundry maid smuggles his erotic stories to a printer defying orders from the asylums resident priest the titillating passages whip all of france into a sexual frenzy until a fiercely conservative doctor tries to put an end to the fun "
"Tad, the Lost Explorer and the Emerald Tablet","0.008415473181030048","0.4559905089748786","0.18744548749856949","animation adventure family comedy fantasy tad accidentally unleashes an ancient spell endangering the lives of his friends mummy jeff and belzoni with everyone against him and only helped by sara he sets off on an adventure to end the curse of the mummy "
"MadS","0.03068331384305354","0.42257580825303886","0.1874403116070477","horror thriller a teenager stops off to see his dealer to test a new drug before heading off for a night of partying on the way home he picks up an injured woman and the night takes a surreal turn "
"Red Cliff II","0.005168765752552161","0.46083727136932207","0.18743616799926013","action adventure drama history war the battle of red cliff continues and the alliance between xu and east wu is fracturing  with cao caos massive forces on their doorstep will the kingdoms of xu and east wu survive "
"Transformers: Beginnings","0.022096614712448597","0.4354193808702458","0.1874257211755675","animation action thriller science fiction on their home planet of cybertron the autobots and decepticons are involved in an explosive battle over the coveted allspark with the fate of the universe at stake the autobots send it far from the reaches of the ruthless megatron leader of the decepticons but there are even more surprises in store when it crashlands on earth "
"Neon Genesis Evangelion: Death and Rebirth","0.003094611117958058","0.4638707165863176","0.18740505330530188","animation drama science fiction originally a collection of clips from the neon genesis evangelion tv series death was created as a precursor to the reworked ending of the series rebirth was intended as that reworked ending but after production overruns rebirth became only the first half of the first part of the end of evangelion with some minor differences "
"What If","0.001583996833887936","0.46613445805165155","0.1874041813209934","drama comedy romance medicalschool dropout wallace has been repeatedly burned by bad relationships so while everyone around him including his roommate allan seems to be finding the perfect partner wallace decides to put his love life on hold it is then that he meets chantry an animator who lives with her longtime boyfriend ben wallace and chantry form an instant connection striking up a close friendship still there is no denying the chemistry between them leading the pair to wonder what if the love of your life is actually your best friend "
"The Wedding Date","0.0031720704760990837","0.463739500190832","0.18739904236199226","romance comedy with the wedding of her younger sister fast approaching kat ellis faces the undesirable prospect of traveling alone to london for the ceremony while this is bad enough jeffrey the man who left her as they moved closer to marriage happens to be the grooms best man determined to show everyone  most of all jeffrey  that her romantic life is as full and thrilling as ever kat hires a charming male escort as her date "
